gender (m=1 f=0),NE,MW,S,W,MD,Opioid,NonOpioid,over
1,1,0,0,0,1,0,12,1
0,0,1,0,0,1,689,4320,1
1,0,0,0,1,0,0,12,0
1,0,0,1,0,1,38,800,1
1,1,0,0,0,1,12,50,1
1,1,0,0,0,1,770,8989,1
1,0,0,0,1,1,0,127,0
1,0,0,1,0,1,16,50,1
0,0,0,1,0,1,0,38,1
0,0,1,0,0,1,0,1150,0
1,0,0,1,0,1,372,8072,1
0,0,1,0,0,0,0,173,1
1,0,0,1,0,1,0,663,0
1,1,0,0,0,1,0,542,0
0,0,0,0,1,0,0,12,0
1,1,0,0,0,0,0,18,0
1,1,0,0,0,1,0,139,0
1,0,0,1,0,0,0,812,0
1,0,1,0,0,1,67,430,1
0,0,0,1,0,0,0,594,0
1,0,1,0,0,1,0,91,0
1,0,1,0,0,1,12,68,1
1,0,1,0,0,1,220,8002,1
0,0,0,1,0,1,0,36,0
1,1,0,0,0,1,0,530,0
1,1,0,0,0,1,24,1540,1
1,0,1,0,0,1,0,98,0
1,0,1,0,0,1,0,254,0
1,0,1,0,0,1,0,203,1
1,1,0,0,0,1,43,290,1
1,0,0,0,1,1,0,204,1
0,0,0,1,0,1,0,85,0
1,1,0,0,0,1,0,36,0
1,0,1,0,0,1,54,0,1
1,0,0,0,1,0,0,19,1
1,0,0,0,0,1,174,6266,1
1,0,0,1,0,1,0,35,1
1,0,0,1,0,1,23,0,1
1,0,0,0,1,1,0,22,0
0,0,0,1,0,1,0,31,0
1,0,0,0,1,1,15,22,1
1,0,1,0,0,1,48,61,1
1,1,0,0,0,0,11,14,1
0,1,0,0,0,0,0,28,0
1,0,0,0,1,1,76,43,1
0,1,0,0,0,1,0,153,1
1,0,0,1,0,1,0,1087,0
1,0,0,0,1,1,0,79,0
1,1,0,0,0,1,337,4298,1
1,0,0,1,0,1,44,133,1
1,1,0,0,0,1,0,1439,0
0,0,1,0,0,1,190,4658,1
1,0,0,0,1,1,0,411,0
0,0,0,1,0,0,33,1521,1
1,0,0,0,1,1,19,19,1
1,0,0,0,0,1,299,11385,1
1,0,1,0,0,1,363,7881,1
1,0,1,0,0,1,0,431,0
1,0,0,1,0,0,77,275,1
1,0,0,1,0,1,49,880,1
0,1,0,0,0,1,0,72,0
1,0,0,1,0,1,22,210,1
1,1,0,0,0,1,87,9233,1
0,0,1,0,0,1,0,14,0
1,0,1,0,0,1,17,31,1
0,1,0,0,0,1,0,224,0
0,0,1,0,0,1,0,438,1
0,1,0,0,0,0,0,94,0
1,0,1,0,0,1,12,709,1
1,0,0,1,0,1,59,104,1
1,0,0,1,0,1,138,7120,1
0,0,0,0,1,0,72,21,1
0,0,0,0,1,0,0,805,1
1,0,1,0,0,0,52,1750,1
1,1,0,0,0,1,0,21,0
1,1,0,0,0,1,0,1327,0
1,0,0,1,0,1,752,11591,1
1,0,0,1,0,0,35,0,1
1,0,0,1,0,1,15,686,1
1,0,0,1,0,1,922,17985,1
0,0,0,1,0,1,0,42,0
0,1,0,0,0,0,158,118,1
1,1,0,0,0,1,264,2400,1
1,0,0,0,1,1,0,19,0
1,0,0,0,1,1,0,469,0
0,0,0,1,0,1,0,105,0
0,1,0,0,0,1,38,0,1
0,1,0,0,0,0,155,2157,1
1,0,0,1,0,1,753,380,1
0,0,0,1,0,1,0,25,0
0,0,0,1,0,1,0,770,0
0,0,1,0,0,0,129,41,1
0,0,0,0,0,1,81,5449,1
1,0,0,1,0,1,112,145,1
1,0,0,0,1,1,0,18,0
0,0,0,1,0,0,0,673,0
0,0,0,0,1,1,20,1427,1
0,0,0,0,1,1,0,1033,0
1,0,1,0,0,1,55,91,1
1,0,0,1,0,0,639,457,1
1,0,0,1,0,1,1107,4098,1
0,0,0,0,1,0,15,94,1
1,0,0,0,1,1,0,1546,1
1,0,0,1,0,1,19,308,1
1,0,0,1,0,1,0,136,1
0,1,0,0,0,1,0,156,0
1,0,0,0,1,1,49,71,1
1,0,0,1,0,1,1472,18825,1
0,0,0,0,1,1,17,187,1
0,0,0,1,0,1,115,1056,1
1,0,0,0,1,0,50,20,1
0,0,0,0,1,1,530,8941,1
0,1,0,0,0,0,0,1009,0
1,1,0,0,0,1,0,13,0
0,1,0,0,0,1,44,981,1
1,0,0,1,0,1,14,1954,1
1,0,0,1,0,1,0,410,0
1,1,0,0,0,1,112,4512,1
0,0,0,1,0,1,84,162,1
1,0,0,0,1,1,0,13,0
1,0,1,0,0,1,40,358,1
1,0,0,1,0,0,20,1087,1
1,1,0,0,0,1,23,4183,1
1,0,1,0,0,1,91,27,1
0,0,1,0,0,0,0,38,0
1,1,0,0,0,1,0,112,0
1,0,0,1,0,1,0,118,1
0,0,0,1,0,1,151,2320,1
1,0,0,1,0,0,0,882,0
1,0,0,1,0,1,0,861,0
0,1,0,0,0,0,0,51,0
1,0,1,0,0,1,0,722,0
1,0,0,1,0,1,14,1982,1
1,0,1,0,0,1,56,531,1
0,1,0,0,0,1,0,12,0
0,1,0,0,0,1,0,11,0
1,0,0,1,0,1,0,69,0
0,0,0,1,0,0,0,16,0
0,0,0,1,0,1,113,2156,1
1,1,0,0,0,1,0,637,1
1,0,0,0,1,1,361,9100,1
0,1,0,0,0,1,0,2179,1
1,0,1,0,0,1,462,5221,1
0,1,0,0,0,1,0,91,0
0,0,0,1,0,1,70,2512,1
0,0,0,1,0,0,0,12,0
0,0,0,1,0,1,0,101,0
1,0,1,0,0,1,0,211,0
1,1,0,0,0,1,0,2289,0
1,0,0,1,0,1,22,1830,1
0,0,0,0,1,1,426,5317,1
1,1,0,0,0,1,0,26,0
0,0,0,0,1,1,11,225,1
1,0,1,0,0,1,0,45,0
1,0,1,0,0,1,0,25,0
1,1,0,0,0,0,0,14,0
1,1,0,0,0,1,0,455,0
1,0,0,1,0,1,0,1158,0
0,1,0,0,0,0,14,20,1
0,0,0,1,0,1,54,48,1
1,0,1,0,0,0,18,73,1
0,0,0,1,0,1,0,1318,0
0,0,1,0,0,1,236,5933,1
0,0,0,1,0,1,0,103,0
0,0,0,0,1,1,0,540,0
0,0,0,0,1,1,19,139,1
0,0,0,1,0,0,0,59,0
0,1,0,0,0,1,637,5189,1
1,0,1,0,0,1,0,106,0
0,0,0,1,0,1,0,25,0
0,0,1,0,0,0,0,98,0
0,0,0,1,0,1,76,142,1
0,0,0,1,0,0,29,63,1
1,0,0,0,1,1,0,35,0
0,1,0,0,0,0,0,128,0
0,0,0,0,1,0,940,3697,1
0,0,0,0,1,1,0,11,0
1,0,0,0,0,1,0,86,0
0,0,0,1,0,0,31,2598,1
0,0,0,1,0,1,0,11,0
1,0,1,0,0,1,0,509,0
1,0,1,0,0,1,29,1521,1
0,0,1,0,0,0,0,43,0
0,0,1,0,0,0,11,60,1
0,0,0,0,1,1,361,3375,1
0,0,0,1,0,1,77,148,1
0,0,1,0,0,1,138,5730,1
0,0,0,1,0,1,17,91,1
1,0,0,1,0,1,0,13,1
1,0,1,0,0,1,55,1786,1
1,1,0,0,0,1,30,37,1
0,0,0,0,1,0,0,29,0
1,0,0,1,0,1,20,0,1
0,0,0,0,1,1,0,623,1
1,0,1,0,0,1,88,109,1
0,1,0,0,0,1,0,80,0
1,0,1,0,0,1,0,5704,0
0,0,0,0,0,1,0,11,0
0,0,0,1,0,0,28,945,1
0,0,1,0,0,1,11,0,1
1,0,0,0,1,0,15,0,1
1,0,0,1,0,1,0,11,0
1,0,0,1,0,1,0,268,0
1,0,0,1,0,1,0,39,0
0,0,0,1,0,0,33,1261,1
1,0,1,0,0,1,128,457,1
0,0,1,0,0,0,182,3731,1
1,0,0,0,1,1,30,29,1
0,0,0,1,0,0,36,1126,1
0,0,1,0,0,1,487,4362,1
0,0,0,1,0,0,0,71,0
1,0,0,1,0,1,0,624,0
1,0,0,1,0,1,83,304,1
0,0,1,0,0,1,11,0,1
0,0,0,1,0,0,0,11,0
0,0,0,1,0,1,3958,2171,1
0,0,0,1,0,0,0,103,0
1,1,0,0,0,1,0,13,0
1,0,0,1,0,1,27,41,1
1,0,1,0,0,0,0,34,0
0,0,0,1,0,1,0,200,0
0,0,0,1,0,1,0,485,0
1,1,0,0,0,1,325,11682,1
1,1,0,0,0,1,0,100,0
1,1,0,0,0,1,198,3603,1
1,0,1,0,0,1,81,120,1
0,1,0,0,0,1,25,586,1
1,0,1,0,0,1,12,0,1
1,0,0,1,0,1,0,97,0
1,0,1,0,0,1,0,1979,0
1,0,0,0,1,1,93,5375,1
1,0,1,0,0,1,100,2752,1
0,0,0,0,1,1,0,80,0
1,0,0,1,0,1,226,369,1
0,0,0,0,1,0,36,707,1
0,1,0,0,0,0,0,90,0
1,0,1,0,0,1,0,815,0
1,0,0,0,1,1,185,141,1
1,0,0,1,0,1,20,481,1
0,1,0,0,0,1,41,2255,1
1,0,0,0,1,1,23,0,1
0,0,0,1,0,0,69,101,1
1,0,0,1,0,1,0,626,0
0,0,0,0,1,0,0,114,0
1,0,1,0,0,1,0,119,1
0,0,0,0,1,1,278,3506,1
1,0,1,0,0,1,0,105,1
1,1,0,0,0,1,0,213,0
1,0,0,1,0,0,29,305,1
1,0,0,1,0,1,0,269,0
1,0,0,1,0,1,0,2990,0
0,0,0,1,0,0,22,1919,1
0,0,0,1,0,0,0,868,0
1,0,0,0,0,1,149,1541,1
0,0,0,1,0,0,0,68,0
1,0,0,0,1,1,20,101,1
0,0,0,0,1,0,20,55,1
0,0,1,0,0,0,0,11,1
0,0,0,0,1,0,12,11,1
1,0,0,1,0,1,0,269,0
0,1,0,0,0,1,12,128,1
0,0,0,0,0,1,0,103,1
1,0,0,0,1,1,0,2580,1
0,0,1,0,0,1,260,2257,1
0,0,0,1,0,1,0,196,1
0,0,0,1,0,1,0,11,0
1,1,0,0,0,1,0,19,0
0,1,0,0,0,0,0,166,1
0,1,0,0,0,0,12,19,1
1,0,0,0,1,1,0,189,0
1,0,0,0,1,1,120,1547,1
1,0,1,0,0,1,0,86,1
1,1,0,0,0,1,0,217,0
1,0,0,1,0,1,38,105,1
1,0,1,0,0,1,71,189,1
0,0,0,1,0,0,149,721,1
1,0,1,0,0,1,0,495,0
1,0,1,0,0,0,29,90,1
1,1,0,0,0,1,14,0,1
1,1,0,0,0,1,195,752,1
1,0,1,0,0,1,0,96,0
1,0,0,0,1,1,35,28,1
1,0,0,0,1,1,11,366,1
1,1,0,0,0,1,0,311,0
1,0,0,1,0,1,149,830,1
1,1,0,0,0,0,0,38,0
1,1,0,0,0,1,0,24,0
1,0,0,1,0,1,0,632,0
0,0,0,1,0,1,25,2012,1
0,0,0,0,1,0,0,36,0
0,0,0,0,1,0,0,177,0
1,0,0,0,1,1,65,587,1
1,0,0,0,1,1,0,1274,0
1,1,0,0,0,1,0,6411,0
1,0,1,0,0,0,23,0,1
1,1,0,0,0,1,28,3213,1
0,1,0,0,0,1,253,12969,1
0,0,0,1,0,1,838,3372,1
0,1,0,0,0,1,0,14,0
0,0,0,0,1,0,0,359,1
1,1,0,0,0,0,0,34,0
1,0,1,0,0,1,749,9435,1
0,0,0,1,0,0,0,97,0
0,0,0,0,1,1,0,22,0
1,1,0,0,0,0,0,146,0
1,1,0,0,0,1,42,6367,1
0,0,0,0,1,1,0,120,1
0,0,0,1,0,0,0,79,0
1,0,1,0,0,1,0,15,0
1,1,0,0,0,1,27,22,1
0,0,1,0,0,1,103,1986,1
0,0,0,1,0,0,0,775,0
0,0,0,1,0,0,12,15,1
0,0,0,0,1,0,0,12,0
1,1,0,0,0,1,3323,1240,1
0,0,0,0,1,1,0,2563,0
1,0,1,0,0,1,206,323,1
1,0,0,1,0,1,579,5460,1
0,0,0,1,0,1,18,62,1
0,0,1,0,0,1,574,11723,1
1,1,0,0,0,1,0,268,1
0,0,0,0,1,1,14,15,1
0,0,1,0,0,1,318,6116,1
0,0,1,0,0,1,450,5181,1
1,0,0,1,0,1,0,12363,0
0,0,1,0,0,1,25,1229,1
0,0,0,1,0,1,0,1503,0
0,1,0,0,0,1,11,0,1
0,1,0,0,0,0,0,217,0
0,0,0,1,0,1,0,24,1
0,0,0,0,1,0,0,57,0
1,0,1,0,0,0,0,12,0
1,1,0,0,0,1,21,2008,1
1,1,0,0,0,1,0,419,0
1,0,0,1,0,0,0,49,1
0,0,0,1,0,0,0,139,1
1,1,0,0,0,0,0,90,0
0,1,0,0,0,0,0,649,0
1,0,0,1,0,1,22,23,1
0,0,1,0,0,1,0,90,1
1,0,1,0,0,1,0,39,0
1,0,1,0,0,1,1272,23600,1
1,0,0,1,0,1,33,4064,1
1,0,0,1,0,1,222,286,1
1,0,1,0,0,1,0,271,0
1,0,0,0,1,1,392,7941,1
0,0,0,1,0,0,0,26,0
1,0,0,0,1,1,12,41,1
1,0,0,1,0,1,0,78,0
0,1,0,0,0,1,53,18,1
0,0,0,1,0,1,0,11,0
0,0,0,1,0,0,0,11,0
0,0,1,0,0,1,51,75,1
1,0,0,1,0,1,85,2167,1
0,0,0,1,0,0,0,11,0
0,0,0,1,0,1,0,618,1
1,0,0,1,0,1,436,12647,1
0,1,0,0,0,1,0,18,0
0,1,0,0,0,1,137,5660,1
0,0,0,1,0,1,0,656,0
1,0,0,1,0,1,0,423,0
0,0,0,1,0,0,237,733,1
0,0,0,1,0,0,0,234,0
1,0,0,1,0,1,0,51,0
1,0,0,1,0,1,17,175,1
0,1,0,0,0,1,0,23,1
1,0,0,1,0,1,23,50,1
1,0,0,1,0,1,873,10531,1
1,0,0,0,1,1,17,0,1
0,0,0,1,0,1,18,42,1
1,0,1,0,0,1,615,12952,1
1,0,0,0,1,1,12,28,1
0,0,0,0,1,1,14,184,1
1,0,0,1,0,0,31,22,1
1,0,1,0,0,1,177,3174,1
1,0,0,0,1,1,0,4804,0
1,0,0,0,1,1,0,28,0
1,0,1,0,0,1,0,476,0
1,1,0,0,0,1,0,1320,0
1,0,0,0,1,0,0,368,0
0,1,0,0,0,1,0,139,0
0,0,0,1,0,0,0,40,0
0,0,1,0,0,0,13,33,1
0,0,1,0,0,1,189,3498,1
1,0,1,0,0,1,145,220,1
1,0,0,0,1,1,89,139,1
1,1,0,0,0,1,0,38,0
0,0,0,1,0,0,0,31,0
0,0,0,1,0,1,0,20,0
0,0,1,0,0,0,0,50,0
1,0,0,0,1,1,64,159,1
1,0,1,0,0,1,14,0,1
1,0,1,0,0,1,0,21,0
1,1,0,0,0,0,0,31,0
1,0,1,0,0,1,0,112,0
0,0,0,1,0,0,0,169,0
0,0,0,0,1,0,0,11,0
0,1,0,0,0,0,0,31,0
1,0,1,0,0,1,0,2241,0
1,0,0,1,0,1,99,5023,1
0,0,0,0,1,1,38,67,1
0,0,1,0,0,0,0,1155,0
1,0,1,0,0,1,12,328,1
0,0,0,1,0,1,185,4551,1
1,0,1,0,0,1,1647,18724,1
0,0,0,1,0,0,0,134,1
1,0,0,1,0,1,277,2905,1
0,1,0,0,0,0,0,14,0
1,0,0,1,0,1,0,340,0
1,0,0,0,1,1,0,132,0
0,1,0,0,0,0,0,274,0
0,1,0,0,0,1,698,12809,1
1,0,1,0,0,1,456,2867,1
1,1,0,0,0,1,0,11,0
1,0,0,1,0,1,745,11488,1
1,0,1,0,0,1,209,332,1
1,1,0,0,0,0,0,30,0
0,0,0,0,1,1,0,26,1
1,0,0,0,1,1,11,272,1
0,0,0,1,0,0,13,2620,1
0,0,0,1,0,0,0,14,0
1,0,0,1,0,1,0,152,1
0,0,1,0,0,1,88,2263,1
0,0,0,1,0,0,0,134,0
1,0,0,1,0,1,834,11070,1
1,0,1,0,0,1,66,62,1
0,0,0,1,0,1,18,1547,1
0,0,0,1,0,1,15,870,1
0,0,0,0,1,0,171,864,1
0,0,0,1,0,1,0,346,0
1,1,0,0,0,1,0,11,0
0,1,0,0,0,0,106,772,1
1,1,0,0,0,1,0,156,0
0,0,1,0,0,1,76,164,1
1,0,0,1,0,1,0,25,0
1,0,0,1,0,1,0,229,0
1,0,0,1,0,1,14,12,1
0,0,1,0,0,1,18,685,1
0,0,0,1,0,1,0,33,0
0,0,0,1,0,0,0,11,0
1,1,0,0,0,1,0,16,0
1,1,0,0,0,0,23,14,1
1,0,0,0,1,1,0,398,0
1,0,0,1,0,1,0,11,0
1,0,0,1,0,0,142,5684,1
0,1,0,0,0,1,88,117,1
1,0,0,0,1,0,21,0,1
1,0,0,1,0,1,25,0,1
0,0,0,1,0,0,85,2240,1
1,1,0,0,0,1,0,27,1
1,1,0,0,0,1,0,2683,0
1,1,0,0,0,1,0,457,0
0,0,1,0,0,1,12,169,1
0,0,1,0,0,1,0,15,0
1,0,0,0,1,1,36,717,1
0,1,0,0,0,0,13,1082,1
1,0,0,1,0,1,14,215,1
0,0,0,0,1,1,58,424,1
1,0,0,1,0,1,0,449,0
1,1,0,0,0,1,0,975,0
0,1,0,0,0,0,0,563,0
1,0,1,0,0,1,0,105,0
1,0,0,1,0,1,0,22,0
1,0,0,1,0,1,0,23,1
0,0,0,1,0,1,21,350,1
1,1,0,0,0,1,0,1394,0
0,1,0,0,0,0,0,59,1
0,0,1,0,0,1,0,547,0
1,0,0,1,0,1,16,19,1
0,0,0,0,1,1,0,12,0
1,0,0,1,0,1,37,19,1
0,0,0,1,0,1,0,130,0
1,0,1,0,0,1,0,11,0
1,0,0,0,1,0,12,0,1
1,0,0,0,1,1,0,150,0
0,1,0,0,0,1,36,2087,1
0,0,0,1,0,0,0,656,1
1,0,1,0,0,1,0,49,0
0,0,0,1,0,1,0,91,0
1,0,0,1,0,0,504,4374,1
1,0,0,1,0,1,16,12,1
1,0,0,1,0,1,0,2491,0
1,0,0,1,0,1,42,42,1
1,1,0,0,0,1,31,1252,1
0,0,0,0,1,0,71,788,1
0,1,0,0,0,1,0,725,0
1,0,0,1,0,1,42,711,1
1,0,0,1,0,1,11,38,1
0,0,1,0,0,1,0,66,0
1,0,0,0,0,1,84,5240,1
1,0,1,0,0,1,28,1989,1
1,0,1,0,0,1,0,281,0
1,0,0,1,0,1,1075,15974,1
1,0,0,1,0,1,188,0,1
0,0,1,0,0,1,311,5495,1
0,0,0,1,0,1,0,16,0
0,0,0,1,0,0,11,0,1
0,0,0,1,0,1,0,170,0
0,0,0,1,0,1,0,77,0
1,0,0,1,0,1,649,2881,1
0,0,0,1,0,0,0,88,0
1,0,0,0,1,1,90,3147,1
0,1,0,0,0,0,14,13,1
0,0,1,0,0,1,0,480,0
0,0,1,0,0,1,374,5910,1
0,0,0,0,1,1,0,591,0
0,0,0,0,1,0,0,144,0
1,0,0,0,1,1,72,759,1
1,0,0,1,0,1,0,185,1
1,0,0,0,1,1,30,1481,1
1,1,0,0,0,1,31,154,1
1,0,0,0,1,1,0,93,0
0,1,0,0,0,0,0,39,0
1,0,0,0,1,1,0,176,0
0,0,0,1,0,0,107,2687,1
0,0,0,0,1,0,26,96,1
1,0,1,0,0,1,44,542,1
0,0,0,0,1,0,0,12,0
1,0,1,0,0,1,1173,12819,1
1,1,0,0,0,0,91,1149,1
1,0,0,1,0,1,0,52,0
0,0,1,0,0,1,0,11,0
1,1,0,0,0,1,0,11,0
1,0,0,1,0,1,0,305,0
0,0,0,1,0,0,0,48,0
0,0,0,1,0,1,0,11,0
1,0,0,1,0,1,0,155,0
1,0,1,0,0,1,0,2312,0
0,1,0,0,0,0,0,83,0
1,1,0,0,0,1,18,220,1
1,1,0,0,0,1,0,277,0
0,0,1,0,0,1,0,18,0
1,1,0,0,0,1,0,80,0
1,0,1,0,0,1,187,3673,1
1,0,0,1,0,1,346,128,1
0,0,0,0,1,1,506,4935,1
1,0,0,1,0,1,0,24,1
1,0,0,0,1,1,32,1076,1
1,0,1,0,0,1,0,13,0
1,0,0,0,1,1,1040,42618,1
1,0,0,1,0,1,0,15,0
1,1,0,0,0,1,0,64,0
1,0,0,1,0,1,0,43,0
0,0,0,1,0,1,54,1390,1
1,0,0,1,0,1,25,304,1
1,1,0,0,0,1,13,24,1
1,0,0,0,1,1,0,83,0
1,0,1,0,0,1,0,210,0
1,0,0,1,0,1,0,15,0
1,1,0,0,0,0,12,0,1
1,0,0,0,1,1,0,15,1
1,0,0,1,0,1,12,23,1
0,0,0,1,0,1,0,214,0
1,0,0,1,0,1,0,24,0
1,0,0,0,1,1,0,35,0
1,0,0,1,0,1,0,47,0
1,1,0,0,0,1,0,1199,0
0,0,0,0,1,0,65,1564,1
1,0,0,0,1,1,0,13,1
0,0,0,1,0,1,0,355,0
1,0,1,0,0,0,0,15,1
1,1,0,0,0,0,0,13,0
0,0,0,0,1,0,0,149,0
0,0,1,0,0,0,55,0,1
0,0,0,1,0,1,51,940,1
1,0,0,1,0,1,109,288,1
1,0,0,1,0,0,36,81,1
1,0,1,0,0,1,15,84,1
0,0,0,0,1,1,0,208,0
1,0,0,0,1,1,0,63,0
1,0,0,1,0,1,0,93,1
1,0,1,0,0,1,0,665,1
1,0,0,0,1,1,0,3249,0
0,0,0,0,1,0,0,162,0
0,1,0,0,0,1,0,12,0
1,0,0,1,0,1,0,22,0
1,0,0,1,0,0,12,14,1
0,0,0,1,0,0,158,53,1
0,0,0,1,0,1,0,28,0
0,0,1,0,0,0,0,314,0
1,1,0,0,0,1,0,13,0
0,1,0,0,0,0,0,610,0
0,0,1,0,0,1,0,373,0
1,0,0,1,0,1,59,130,1
1,0,0,0,1,1,55,470,1
0,0,0,0,1,0,0,14,0
1,0,0,0,1,1,0,916,0
1,1,0,0,0,1,0,674,0
1,0,0,1,0,1,453,5337,1
1,0,0,1,0,1,36,0,1
1,0,1,0,0,1,43,82,1
0,1,0,0,0,0,59,24,1
0,0,1,0,0,1,0,59,0
1,0,0,0,1,1,0,41,0
0,0,1,0,0,0,0,1380,0
0,1,0,0,0,1,45,354,1
0,0,0,1,0,1,61,1801,1
1,0,1,0,0,1,163,6103,1
0,0,0,0,1,1,70,1608,1
1,0,1,0,0,1,0,1572,0
1,1,0,0,0,1,54,167,1
1,0,1,0,0,1,60,4720,1
1,0,0,1,0,1,92,197,1
0,0,1,0,0,1,11,2542,1
1,1,0,0,0,1,18,51,1
1,0,0,1,0,1,33,1432,1
0,0,0,1,0,0,0,25,0
0,0,1,0,0,1,42,0,1
0,0,0,1,0,1,186,2194,1
1,0,1,0,0,1,95,1054,1
0,0,0,0,1,0,0,58,0
0,0,0,1,0,1,12,148,1
1,0,0,1,0,1,21,768,1
0,0,1,0,0,0,0,45,1
1,0,1,0,0,1,0,426,0
1,0,0,1,0,1,70,61,1
0,0,1,0,0,1,0,27,0
0,0,0,1,0,1,435,8611,1
1,1,0,0,0,1,0,68,0
0,1,0,0,0,0,29,0,1
0,0,0,0,1,1,0,47,0
0,0,0,1,0,1,0,27,0
1,0,1,0,0,1,56,1357,1
0,0,0,1,0,0,17,261,1
1,1,0,0,0,1,0,652,0
1,0,1,0,0,1,306,4649,1
0,0,0,1,0,1,51,81,1
1,0,0,1,0,1,0,2885,0
0,0,0,1,0,1,57,147,1
1,0,0,0,1,1,228,5678,1
0,1,0,0,0,1,235,3871,1
0,1,0,0,0,1,0,28,0
0,0,0,0,0,1,0,41,0
0,1,0,0,0,0,0,13,0
1,0,0,1,0,1,1150,11850,1
1,0,0,0,1,1,100,1177,1
0,1,0,0,0,1,502,11518,1
1,0,1,0,0,1,0,37,0
1,0,1,0,0,1,113,276,1
1,1,0,0,0,1,0,38,0
0,0,1,0,0,1,0,47,0
1,1,0,0,0,1,13,402,1
1,0,0,0,1,1,0,150,0
1,0,0,1,0,1,15234,6462,1
1,1,0,0,0,0,0,26,1
1,0,0,1,0,1,83,3026,1
1,0,0,1,0,1,25,37,1
0,0,0,0,1,0,30,0,1
1,0,0,1,0,1,0,41,1
1,0,0,1,0,1,0,42,0
0,0,0,1,0,1,0,119,0
1,0,1,0,0,1,14,0,1
1,0,0,0,1,1,0,31,1
1,0,0,1,0,1,0,172,0
0,1,0,0,0,1,0,647,0
1,0,1,0,0,0,72,0,1
0,0,0,0,1,1,0,14,0
1,0,0,0,1,1,24,422,1
0,0,0,1,0,1,85,7732,1
0,0,1,0,0,0,0,12,0
0,0,0,0,1,1,37,374,1
1,0,0,1,0,1,57,126,1
0,0,0,1,0,1,119,4068,1
0,0,0,1,0,0,0,50,0
0,1,0,0,0,0,28,831,1
0,0,0,0,0,1,17,305,1
1,0,0,0,1,1,0,1486,0
0,0,1,0,0,1,11,104,1
1,0,0,0,1,1,0,29,1
0,0,0,1,0,0,0,227,0
0,0,0,1,0,0,0,1138,0
1,0,0,0,1,1,0,756,1
1,1,0,0,0,1,0,15,0
1,0,0,0,1,1,59,3613,1
1,1,0,0,0,0,0,56,0
1,1,0,0,0,1,22,13,1
1,1,0,0,0,1,0,11,0
1,0,0,1,0,1,105,59,1
0,1,0,0,0,1,82,6442,1
0,0,0,1,0,1,0,119,0
0,0,1,0,0,1,0,42,1
1,0,1,0,0,1,0,208,0
1,0,1,0,0,1,667,599,1
0,0,0,1,0,0,0,89,0
1,0,0,1,0,1,0,19,0
0,0,0,1,0,0,24,2114,1
1,1,0,0,0,1,0,109,0
0,0,0,0,0,1,58,503,1
0,0,1,0,0,1,0,107,0
1,1,0,0,0,1,253,6034,1
1,0,0,0,1,1,173,0,1
1,0,0,1,0,1,35,13,1
1,0,0,1,0,1,0,44,0
1,1,0,0,0,1,0,160,0
1,0,0,1,0,1,0,41,0
1,1,0,0,0,1,56,5747,1
1,0,0,0,1,1,378,10594,1
1,0,0,0,1,1,37,91,1
1,1,0,0,0,1,0,12,0
1,0,0,0,1,1,14,0,1
0,0,0,0,1,1,18,21,1
1,0,1,0,0,1,0,41,0
1,0,0,1,0,1,168,6288,1
1,0,0,1,0,1,552,8807,1
1,0,0,1,0,1,518,2903,1
1,0,0,1,0,1,22,0,1
0,1,0,0,0,0,0,511,0
0,0,0,0,1,0,0,42,0
1,0,1,0,0,1,34,578,1
0,0,1,0,0,1,449,577,1
1,0,0,1,0,1,108,34,1
1,1,0,0,0,1,0,52,1
0,0,0,0,1,1,19,225,1
1,0,0,1,0,1,0,57,0
0,0,0,0,1,1,0,62,0
1,0,0,1,0,1,0,747,1
0,1,0,0,0,0,0,50,0
1,0,1,0,0,1,13,1847,1
1,0,0,1,0,1,0,20,1
1,0,1,0,0,1,0,328,0
1,0,0,0,1,1,72,116,1
0,0,0,1,0,0,0,3888,0
1,0,0,0,0,1,21,1227,1
0,0,0,1,0,1,0,11,0
1,0,1,0,0,1,0,305,0
1,1,0,0,0,1,121,2745,1
1,0,0,1,0,1,151,107,1
1,0,0,0,1,1,36,29,1
1,0,0,1,0,1,0,86,0
0,0,0,1,0,0,15,1321,1
1,0,0,0,1,1,0,66,0
1,1,0,0,0,1,0,23,0
0,0,0,1,0,0,0,12,0
1,0,1,0,0,1,17,12,1
1,0,0,1,0,1,0,128,0
0,0,0,1,0,1,0,21,0
1,0,0,0,1,1,0,426,0
0,0,0,1,0,1,0,67,0
1,0,0,1,0,1,0,163,0
1,1,0,0,0,1,0,27,0
1,1,0,0,0,1,0,42,0
1,1,0,0,0,1,0,186,0
0,0,1,0,0,1,0,14,0
1,0,0,0,1,0,40,0,1
0,0,0,1,0,0,0,512,0
1,0,0,1,0,1,18,28,1
0,1,0,0,0,0,0,16,0
0,0,0,1,0,0,96,3622,1
1,0,0,0,1,1,0,271,0
1,0,0,1,0,1,0,24,0
1,1,0,0,0,1,0,18,0
1,0,1,0,0,1,0,39,0
0,0,0,1,0,1,0,129,0
1,0,0,0,1,1,0,22,0
1,0,0,1,0,1,167,3941,1
1,0,0,0,1,1,50,27,1
1,0,1,0,0,1,0,140,0
0,0,0,0,1,1,71,1121,1
1,1,0,0,0,1,0,20,0
1,1,0,0,0,1,0,1180,0
1,0,0,1,0,0,32,24,1
0,0,0,0,1,1,24,79,1
1,1,0,0,0,1,0,499,0
0,0,1,0,0,1,53,237,1
