gender (m=1 f=0),NE,MW,S,W,MD,Opioid,NonOpioid,over
1,0,0,0,1,0,21,338,1
1,0,1,0,0,1,596,11536,1
1,0,0,1,0,1,99,202,1
1,0,1,0,0,1,0,73,1
0,0,0,0,1,0,0,18,0
1,0,1,0,0,1,0,426,0
1,0,0,0,1,0,0,1062,0
0,0,0,1,0,0,0,664,0
1,0,0,0,1,0,0,210,0
1,1,0,0,0,1,871,11068,1
1,0,1,0,0,1,11,12,1
1,0,0,1,0,1,22,520,1
0,1,0,0,0,1,0,131,0
0,1,0,0,0,1,0,51,0
1,1,0,0,0,1,216,14,1
0,0,0,1,0,1,0,9825,0
1,0,0,1,0,1,0,1731,0
0,0,0,1,0,1,0,69,1
0,1,0,0,0,1,0,349,0
0,0,0,1,0,1,103,615,1
0,0,0,1,0,1,64,57,1
1,0,0,0,1,1,32,68,1
1,1,0,0,0,1,0,589,0
1,0,0,1,0,1,0,643,0
1,0,1,0,0,1,0,29,0
1,1,0,0,0,1,0,233,1
1,0,1,0,0,1,0,594,1
1,0,0,0,1,1,0,41,0
1,0,0,1,0,1,0,179,0
1,0,0,1,0,1,12,281,1
1,0,1,0,0,1,34,99,1
0,0,1,0,0,1,16,149,1
1,0,0,1,0,1,51,42,1
0,0,0,1,0,1,0,42,0
0,1,0,0,0,1,0,1112,1
0,1,0,0,0,1,79,4632,1
0,0,1,0,0,0,0,13,1
0,1,0,0,0,0,83,204,1
1,0,0,1,0,1,915,405,1
1,0,0,1,0,1,153,1532,1
1,0,0,0,1,1,15,27,1
1,0,0,0,1,1,74,919,1
1,0,1,0,0,1,213,100,1
0,1,0,0,0,0,0,30,0
0,0,1,0,0,1,217,8304,1
0,0,0,1,0,1,61,17,1
1,0,1,0,0,1,0,506,0
1,0,0,1,0,1,0,51,0
1,0,1,0,0,1,0,704,0
1,0,0,0,1,0,1538,892,1
0,0,0,1,0,0,22,1001,1
1,0,0,1,0,1,187,1387,1
1,0,0,0,1,1,18,233,1
0,1,0,0,0,1,0,422,0
0,0,0,1,0,1,114,5928,1
1,0,0,0,1,1,0,1025,1
0,0,0,1,0,1,0,421,1
1,0,0,1,0,1,0,22,0
1,0,1,0,0,1,0,20,0
0,0,0,0,1,0,50,98,1
1,1,0,0,0,1,25,414,1
0,1,0,0,0,1,0,114,0
1,1,0,0,0,1,0,34,0
1,0,0,0,1,1,23,114,1
1,1,0,0,0,1,0,41,0
1,0,0,0,1,1,40,568,1
1,0,1,0,0,1,0,811,0
1,0,0,0,1,0,118,731,1
1,0,0,1,0,0,0,11,0
1,0,0,1,0,1,406,13806,1
1,0,0,1,0,1,0,2319,0
1,0,0,1,0,1,43,135,1
1,1,0,0,0,1,0,729,1
1,0,1,0,0,1,0,40,0
1,0,0,0,1,1,0,18,0
1,0,1,0,0,1,0,14,1
0,1,0,0,0,0,0,19,0
1,0,1,0,0,1,81,146,1
0,0,0,0,1,1,13,1576,1
1,0,1,0,0,1,13,12,1
1,0,0,0,1,1,12,75,1
1,0,0,0,0,1,0,13567,0
0,1,0,0,0,0,12,0,1
1,0,0,1,0,0,23,12,1
1,0,0,1,0,1,0,53,0
1,1,0,0,0,1,15,125,1
0,0,0,1,0,0,42,0,1
1,0,0,1,0,1,0,1080,0
1,1,0,0,0,0,60,630,1
0,0,1,0,0,1,107,2909,1
1,0,0,0,1,1,0,46,0
0,0,0,0,1,0,0,17,0
0,0,0,1,0,1,0,65,0
0,0,1,0,0,0,0,229,0
0,0,0,0,1,0,0,1533,0
1,0,0,1,0,0,0,11,1
1,0,0,0,1,0,135,619,1
0,0,0,1,0,1,0,22,0
1,0,0,0,1,1,0,15,0
1,0,0,1,0,1,42,2979,1
0,0,0,1,0,1,0,84,1
1,0,0,1,0,1,16,0,1
1,0,0,1,0,1,25,14,1
0,1,0,0,0,1,0,754,0
1,0,0,1,0,1,0,28,0
0,0,1,0,0,1,0,311,0
1,0,1,0,0,1,0,11,0
1,1,0,0,0,1,0,29,0
0,0,1,0,0,1,14,0,1
1,0,1,0,0,1,0,13,0
1,0,0,0,1,1,47,28,1
1,0,0,1,0,1,19,304,1
0,0,0,1,0,0,129,1822,1
1,0,1,0,0,1,265,3725,1
0,1,0,0,0,0,0,233,0
0,1,0,0,0,0,0,280,0
1,0,0,1,0,1,84,35,1
1,0,0,1,0,1,0,35,0
1,0,1,0,0,1,949,18991,1
0,0,1,0,0,0,0,13,1
1,0,1,0,0,1,0,11,0
1,0,0,0,1,1,0,101,0
1,1,0,0,0,1,0,274,0
0,0,0,1,0,1,0,178,0
1,0,0,1,0,1,134,1861,1
0,0,1,0,0,1,0,27,0
1,0,1,0,0,1,0,307,0
0,0,1,0,0,1,0,30,0
0,1,0,0,0,1,347,6061,1
1,0,1,0,0,1,72,184,1
0,0,0,1,0,0,0,26,1
0,0,0,0,1,1,0,952,0
0,0,0,0,1,1,14,15,1
1,0,0,1,0,1,606,10292,1
1,0,0,1,0,1,548,12761,1
0,0,0,0,1,1,0,13,0
1,1,0,0,0,1,0,20,0
1,1,0,0,0,1,0,42,0
1,0,0,1,0,1,17,132,1
1,0,0,1,0,1,19,599,1
1,1,0,0,0,1,0,12,0
0,1,0,0,0,0,34,0,1
0,0,0,1,0,0,0,270,0
1,0,0,1,0,1,63,82,1
0,0,0,1,0,1,173,1827,1
0,1,0,0,0,0,0,141,0
0,0,0,1,0,0,0,167,1
1,0,1,0,0,0,13,0,1
1,0,0,1,0,1,0,13,0
0,1,0,0,0,1,0,21,0
1,0,1,0,0,1,0,98,0
1,1,0,0,0,1,28,62,1
1,1,0,0,0,0,28,137,1
0,1,0,0,0,1,135,1852,1
1,0,0,1,0,1,100,115,1
1,0,0,1,0,1,0,2886,1
1,1,0,0,0,1,22,0,1
1,0,0,0,1,1,27,79,1
1,0,0,0,1,0,0,524,0
1,1,0,0,0,1,0,99,1
0,0,0,0,1,0,0,140,1
1,1,0,0,0,0,0,23,0
0,0,0,1,0,1,46,973,1
1,0,0,1,0,1,42,211,1
0,1,0,0,0,1,13,361,1
1,0,0,0,1,1,21,0,1
0,0,0,1,0,0,0,23,0
1,0,0,1,0,1,0,61,0
1,0,0,0,1,1,356,4730,1
1,0,0,1,0,1,111,53,1
0,0,0,0,1,0,53,636,1
1,0,0,1,0,1,113,569,1
1,0,0,0,1,1,0,372,0
0,1,0,0,0,1,0,471,0
1,0,0,0,1,0,253,2069,1
0,0,0,0,1,0,0,116,0
0,0,0,1,0,1,0,55,0
0,0,1,0,0,1,94,245,1
1,0,0,0,1,1,0,47,0
1,0,1,0,0,1,0,15,0
0,1,0,0,0,1,0,864,0
1,0,0,1,0,1,0,2154,0
0,0,0,1,0,1,103,1255,1
1,0,0,1,0,0,71,5423,1
1,0,0,0,1,1,11,0,1
1,0,0,0,1,1,0,50,0
1,0,1,0,0,1,57,1422,1
0,0,0,1,0,1,46,1233,1
1,1,0,0,0,1,0,24,1
1,1,0,0,0,0,177,2413,1
0,0,0,1,0,0,0,77,0
1,0,0,0,1,1,0,471,0
0,0,0,1,0,1,51,1020,1
1,0,0,1,0,1,0,3886,0
0,0,0,0,1,1,59,1825,1
0,1,0,0,0,1,0,1125,0
0,0,0,0,1,1,0,112,1
1,0,0,1,0,1,11,35,1
1,0,1,0,0,1,442,10734,1
1,0,0,1,0,0,332,3013,1
0,0,0,0,1,1,60,102,1
0,1,0,0,0,1,0,216,0
0,0,0,0,1,0,0,12,0
1,0,0,0,0,1,0,192,0
1,0,0,0,1,1,0,41,0
1,0,1,0,0,1,12,11,1
1,1,0,0,0,1,0,12,0
1,0,0,0,1,0,206,610,1
0,0,0,1,0,1,0,116,0
1,0,0,1,0,1,0,84,0
1,0,1,0,0,1,0,37,0
1,0,0,0,1,1,14,26,1
1,0,0,1,0,1,287,3144,1
1,0,0,1,0,1,251,17780,1
1,0,1,0,0,1,19,0,1
1,0,1,0,0,1,0,84,0
0,0,0,1,0,1,0,14,1
1,0,0,0,1,1,0,12,0
1,0,1,0,0,1,0,4148,0
0,0,0,0,1,0,0,468,0
1,0,0,1,0,1,153,4332,1
1,0,0,1,0,0,44,1048,1
1,0,0,1,0,1,332,2639,1
1,0,0,1,0,0,0,30,0
1,0,1,0,0,1,141,150,1
0,0,0,0,1,1,698,12047,1
0,0,0,1,0,1,62,872,1
1,1,0,0,0,1,470,18650,1
0,1,0,0,0,1,91,2718,1
1,0,0,1,0,0,14,24,1
0,1,0,0,0,0,0,242,0
1,0,0,1,0,1,0,459,0
1,0,0,1,0,1,0,108,1
1,0,0,1,0,1,123,298,1
0,0,1,0,0,1,519,5433,1
1,0,1,0,0,1,13,13,1
0,1,0,0,0,1,0,391,0
1,0,1,0,0,1,1288,11639,1
1,1,0,0,0,1,38,24,1
0,0,0,0,0,1,20,3208,1
1,0,0,1,0,0,82,110,1
1,0,0,1,0,1,39,2055,1
0,0,0,0,1,1,0,187,0
0,1,0,0,0,0,0,13,1
1,1,0,0,0,1,0,61,0
1,0,0,0,1,1,0,24,0
1,0,0,0,1,1,0,65,0
1,1,0,0,0,1,40,135,1
0,0,1,0,0,0,0,66,0
1,1,0,0,0,1,0,110,0
0,1,0,0,0,1,0,18,0
0,0,0,0,1,0,0,58,0
0,1,0,0,0,1,50,490,1
0,1,0,0,0,1,13,516,1
1,0,0,1,0,1,0,37,0
1,0,0,1,0,1,0,24,0
1,1,0,0,0,1,0,1189,1
1,0,0,0,1,1,78,440,1
1,0,1,0,0,1,20,36,1
0,0,0,1,0,1,43,2110,1
1,0,0,1,0,1,0,17,0
1,0,1,0,0,1,0,41,0
1,0,0,1,0,1,85,1789,1
0,0,0,1,0,1,19,0,1
1,0,1,0,0,1,57,0,1
1,0,0,1,0,0,0,13,0
1,0,0,1,0,0,12,46,1
1,0,0,1,0,1,79,8550,1
1,0,0,1,0,0,0,208,0
1,0,0,1,0,1,14,27,1
0,0,0,1,0,0,75,826,1
1,0,0,0,1,1,0,354,1
1,1,0,0,0,1,0,92,0
0,0,0,0,1,0,131,494,1
1,0,0,0,1,1,0,4023,0
1,0,0,0,1,1,0,13,0
0,1,0,0,0,0,77,855,1
1,0,1,0,0,0,104,13,1
1,0,0,1,0,1,156,2985,1
0,0,0,1,0,0,109,4305,1
1,0,0,0,1,1,17,98,1
1,0,0,0,1,1,204,3596,1
1,0,0,1,0,1,19,13,1
1,0,0,1,0,0,0,12,1
1,0,0,1,0,1,73,1346,1
0,0,0,1,0,0,15,0,1
1,0,1,0,0,1,0,53,0
1,0,0,1,0,1,18,564,1
0,0,1,0,0,1,0,216,0
1,0,0,0,1,1,0,14,0
1,0,0,1,0,1,0,11,0
1,0,0,1,0,1,20,22,1
1,0,0,1,0,1,228,5676,1
0,1,0,0,0,0,0,36,0
1,0,0,1,0,1,0,265,0
1,0,0,1,0,1,98,551,1
0,0,0,0,1,1,0,2394,0
0,1,0,0,0,1,0,15,0
1,0,1,0,0,1,0,27,0
1,1,0,0,0,1,0,42,0
1,1,0,0,0,1,0,625,0
1,1,0,0,0,1,959,9731,1
1,0,0,1,0,1,194,1363,1
0,0,0,1,0,1,20,56,1
0,0,1,0,0,1,26,727,1
1,1,0,0,0,1,230,7925,1
1,0,0,0,1,1,0,24,0
1,1,0,0,0,1,859,663,1
1,0,0,1,0,1,0,76,0
0,0,1,0,0,1,0,42,0
0,0,0,0,1,1,383,5386,1
1,0,0,1,0,1,0,1628,0
0,0,0,1,0,0,0,50,0
1,0,1,0,0,1,0,1306,1
1,0,1,0,0,1,14,0,1
0,1,0,0,0,0,0,268,0
0,0,0,1,0,1,0,3653,1
1,0,1,0,0,0,30,36,1
1,0,1,0,0,1,598,1892,1
1,1,0,0,0,1,0,2845,0
1,0,1,0,0,1,156,5346,1
0,0,0,0,1,1,71,308,1
0,0,1,0,0,1,169,4814,1
0,0,1,0,0,0,0,43,0
1,0,0,0,1,0,129,2041,1
0,1,0,0,0,0,0,44,0
1,0,0,1,0,1,100,49,1
1,0,0,1,0,1,0,15,0
0,0,0,0,1,1,0,3490,0
0,0,1,0,0,1,162,98,1
1,0,0,1,0,1,0,14,0
1,1,0,0,0,1,0,223,0
1,0,0,1,0,1,0,26,0
1,1,0,0,0,1,0,349,0
1,0,0,1,0,1,0,25,0
1,0,0,1,0,1,1336,13793,1
0,0,1,0,0,0,0,1814,0
0,1,0,0,0,1,102,1846,1
0,0,1,0,0,0,25,97,1
0,0,1,0,0,1,0,71,1
1,0,0,0,1,0,29,0,1
0,0,0,1,0,0,15,375,1
1,0,0,1,0,1,87,124,1
1,1,0,0,0,1,0,253,0
0,0,0,1,0,1,0,1340,0
1,0,0,1,0,1,0,22,0
1,0,0,1,0,1,0,343,0
1,0,0,0,1,1,0,1412,0
1,0,0,1,0,1,23,2661,1
1,1,0,0,0,1,247,1729,1
0,0,0,0,1,1,0,325,0
1,0,0,0,1,1,149,8345,1
0,0,0,1,0,1,0,2803,1
1,0,0,1,0,1,570,95,1
1,0,1,0,0,1,0,242,0
0,0,0,1,0,1,0,54,0
1,0,0,1,0,1,194,34,1
1,1,0,0,0,1,49,1133,1
1,0,0,0,1,0,69,66,1
1,0,1,0,0,1,356,6382,1
0,1,0,0,0,1,0,12,0
1,0,0,1,0,1,0,24,0
1,0,0,1,0,1,14,2029,1
0,0,1,0,0,1,52,335,1
1,0,0,1,0,1,0,5382,0
1,0,1,0,0,1,35,97,1
0,0,1,0,0,0,27,25,1
0,0,0,1,0,1,0,18,0
0,0,0,0,1,0,0,427,0
1,0,0,1,0,1,0,1141,0
0,0,0,1,0,1,0,1549,0
1,0,0,1,0,1,95,131,1
0,1,0,0,0,1,0,12,0
1,1,0,0,0,1,0,26,1
0,0,0,0,1,1,14,43,1
1,0,0,1,0,1,0,11,0
0,0,0,1,0,0,0,42,1
0,0,1,0,0,1,0,284,0
1,1,0,0,0,1,0,13,0
0,1,0,0,0,1,0,26,0
1,0,0,0,1,1,0,12,0
1,0,0,1,0,1,346,143,1
1,0,0,1,0,1,0,1110,0
1,0,0,1,0,1,53,112,1
0,0,1,0,0,1,147,2788,1
0,1,0,0,0,1,119,3052,1
1,0,0,1,0,1,953,9167,1
0,0,0,1,0,0,0,820,0
0,1,0,0,0,1,0,71,0
1,0,0,0,1,1,0,625,0
1,1,0,0,0,1,2010,10844,1
1,0,1,0,0,1,511,10757,1
0,0,1,0,0,0,57,245,1
0,0,0,1,0,0,29,1136,1
1,0,0,1,0,1,53,1871,1
0,0,1,0,0,1,0,3201,0
1,0,0,0,1,1,38,0,1
0,0,0,0,1,0,254,1134,1
0,0,0,1,0,1,83,1867,1
1,0,0,1,0,1,0,186,1
1,1,0,0,0,1,0,2539,0
1,0,0,1,0,1,364,195,1
0,1,0,0,0,0,0,162,0
0,0,1,0,0,0,706,335,1
0,0,0,0,1,0,0,50,0
1,1,0,0,0,1,12,808,1
0,0,1,0,0,1,0,147,0
0,0,0,0,1,0,39,0,1
0,0,0,1,0,1,0,133,0
0,0,0,1,0,1,0,51,0
0,0,0,0,1,1,32,1327,1
0,1,0,0,0,0,0,283,1
1,0,1,0,0,1,0,84,0
1,0,0,1,0,1,0,33,0
0,0,0,1,0,1,0,143,1
1,0,0,0,1,1,0,26,0
1,0,0,0,1,1,14,14,1
1,0,1,0,0,1,0,255,0
0,0,0,1,0,0,0,331,0
1,1,0,0,0,1,1118,1031,1
1,0,0,0,1,1,700,1203,1
0,0,1,0,0,1,0,168,0
1,0,0,0,1,1,56,3306,1
1,0,0,1,0,1,0,25,0
1,0,0,1,0,1,0,124,0
1,0,0,0,1,0,34,89,1
1,1,0,0,0,1,17,944,1
1,0,0,1,0,1,0,29,0
1,0,0,0,0,0,0,21,0
1,0,1,0,0,1,51,46,1
1,0,0,1,0,1,31,4713,1
1,0,0,0,1,1,177,3704,1
1,0,0,1,0,1,0,99,0
1,0,0,1,0,1,0,10092,1
1,0,0,1,0,1,689,20042,1
1,0,0,1,0,1,0,941,0
1,0,0,0,1,1,0,16,0
1,0,0,0,1,1,241,5149,1
1,0,0,1,0,1,0,942,0
0,1,0,0,0,0,20,721,1
1,0,0,1,0,1,206,0,1
0,0,1,0,0,0,11,82,1
1,0,0,1,0,1,55,1310,1
1,0,1,0,0,0,22,15,1
0,0,1,0,0,0,86,24,1
0,0,0,0,1,0,24,132,1
1,0,0,1,0,1,12,0,1
1,0,0,1,0,1,23,36,1
1,0,0,0,1,1,12,28,1
1,0,1,0,0,1,434,6647,1
1,1,0,0,0,1,60,35,1
1,0,0,0,1,1,0,17,0
0,0,0,1,0,1,0,8285,0
0,1,0,0,0,0,12,137,1
0,0,0,1,0,0,0,30,0
1,1,0,0,0,1,0,270,0
1,0,0,1,0,1,0,388,0
1,0,1,0,0,1,0,30,0
0,1,0,0,0,1,0,43,0
1,0,0,1,0,1,61,1773,1
1,1,0,0,0,1,0,542,0
1,0,0,1,0,1,51,445,1
0,0,0,1,0,0,0,1192,1
1,0,0,0,1,1,160,42,1
1,0,0,1,0,1,0,28,0
1,1,0,0,0,0,0,126,0
1,0,0,1,0,1,141,172,1
1,0,0,0,1,1,0,27,0
1,0,1,0,0,0,0,42,0
0,0,0,0,1,1,235,2649,1
1,0,0,0,1,1,0,248,0
0,1,0,0,0,0,0,74,0
1,0,0,1,0,1,37,1392,1
0,0,0,0,0,1,165,5657,1
1,0,1,0,0,1,0,4528,0
0,0,0,0,1,0,0,428,1
1,0,1,0,0,1,41,221,1
0,0,0,1,0,0,0,98,0
0,0,1,0,0,1,0,299,0
0,1,0,0,0,1,471,5452,1
1,0,1,0,0,1,13,18,1
1,0,0,0,1,0,83,315,1
1,1,0,0,0,0,0,12,0
0,0,1,0,0,0,17,13,1
1,1,0,0,0,1,152,4252,1
0,0,0,0,1,1,11,23,1
1,0,1,0,0,1,0,148,0
1,0,0,1,0,1,186,4718,1
1,0,0,0,1,1,11,558,1
0,0,0,1,0,0,0,629,0
0,0,0,1,0,1,87,279,1
1,0,0,1,0,1,311,7340,1
1,0,0,1,0,1,382,10820,1
0,0,0,1,0,0,115,40,1
1,0,1,0,0,1,666,12229,1
0,0,1,0,0,1,0,227,0
0,0,0,1,0,1,126,259,1
1,0,0,0,1,0,60,29,1
0,0,1,0,0,1,0,18,0
1,0,0,1,0,1,0,806,0
0,0,0,1,0,0,135,2083,1
1,0,0,0,1,1,15,0,1
1,0,0,1,0,1,257,104,1
1,0,0,1,0,1,22,38,1
1,0,0,0,1,1,16,1600,1
1,0,0,1,0,1,46,0,1
1,0,1,0,0,1,19,0,1
0,0,0,0,1,1,211,3004,1
1,0,0,0,1,0,32,83,1
0,1,0,0,0,0,12,289,1
1,1,0,0,0,1,0,4528,0
0,1,0,0,0,0,0,250,1
1,0,0,1,0,1,17,15,1
1,0,0,0,1,1,0,3118,0
0,1,0,0,0,1,0,185,0
1,0,0,1,0,1,0,124,0
0,0,1,0,0,0,89,72,1
1,0,1,0,0,1,89,96,1
0,0,0,1,0,0,0,182,0
1,1,0,0,0,1,877,17289,1
1,0,1,0,0,1,141,67,1
0,0,1,0,0,1,333,6395,1
1,0,0,1,0,1,594,15903,1
1,1,0,0,0,1,0,897,0
0,1,0,0,0,1,0,26,0
0,0,1,0,0,0,0,13,0
1,1,0,0,0,1,0,13,0
0,0,1,0,0,1,0,43,0
0,0,1,0,0,0,23,3088,1
0,0,0,0,1,0,37,31,1
1,0,0,0,1,0,18,81,1
1,0,0,1,0,1,0,50,0
0,0,0,1,0,1,12,0,1
0,0,0,0,0,1,0,733,0
0,0,1,0,0,0,0,711,1
0,0,0,1,0,0,0,1266,1
1,0,1,0,0,1,815,12497,1
0,0,0,0,1,1,100,1659,1
1,0,0,1,0,0,0,368,0
0,0,0,1,0,1,0,1230,0
0,0,0,1,0,1,15,1510,1
0,0,0,1,0,1,21,17800,1
1,0,0,0,1,1,1503,8667,1
1,0,0,0,1,0,136,707,1
0,0,0,1,0,0,0,91,1
1,0,0,0,1,1,0,19,0
1,0,1,0,0,1,0,235,0
1,0,1,0,0,1,11,4113,1
0,0,1,0,0,1,231,2140,1
1,0,0,1,0,1,0,223,1
1,0,0,1,0,1,502,233,1
0,0,0,0,1,0,0,489,0
1,0,0,0,1,0,651,2940,1
1,0,1,0,0,1,15,742,1
0,1,0,0,0,1,17,21,1
1,0,0,1,0,1,11,0,1
0,0,0,1,0,0,0,12,0
0,0,0,0,1,1,0,37,1
0,1,0,0,0,1,0,657,0
0,1,0,0,0,1,52,146,1
1,0,1,0,0,1,14,0,1
0,1,0,0,0,1,0,60,0
0,0,0,1,0,1,113,3291,1
0,0,0,0,1,1,259,2812,1
0,1,0,0,0,0,0,949,1
1,0,0,1,0,1,0,38,1
0,0,0,1,0,1,33,166,1
1,1,0,0,0,1,13,27,1
1,0,0,1,0,1,11,24,1
0,0,0,1,0,0,119,15,1
0,0,0,0,1,1,15,55,1
1,0,0,1,0,1,35,1524,1
0,0,0,1,0,0,0,12,0
1,0,0,0,1,1,317,267,1
1,1,0,0,0,1,0,740,0
1,0,1,0,0,1,71,0,1
1,0,1,0,0,1,0,7265,0
1,1,0,0,0,1,110,8676,1
1,0,1,0,0,1,2119,11179,1
0,0,0,1,0,0,0,34,0
1,0,0,1,0,1,185,5842,1
1,0,0,0,1,1,0,263,0
0,0,1,0,0,0,0,2217,0
1,0,0,1,0,1,36,660,1
1,0,0,1,0,1,13,0,1
1,0,0,0,1,1,67,240,1
1,0,1,0,0,0,0,204,1
1,0,1,0,0,1,0,214,0
1,1,0,0,0,1,692,12905,1
0,0,0,1,0,0,1083,334,1
1,0,0,1,0,1,0,3083,1
1,1,0,0,0,1,0,59,0
1,0,0,1,0,1,19,42,1
0,0,0,1,0,0,23,1380,1
1,1,0,0,0,1,15,360,1
0,0,1,0,0,1,0,39,0
0,0,0,1,0,1,39,0,1
1,0,1,0,0,1,176,4083,1
1,1,0,0,0,1,220,5311,1
0,0,1,0,0,0,309,173,1
0,1,0,0,0,1,0,187,0
0,0,1,0,0,0,89,48,1
1,0,0,1,0,1,118,5069,1
1,1,0,0,0,1,0,117,1
0,0,0,0,1,1,0,138,0
0,0,0,1,0,1,0,103,0
0,0,0,0,1,1,0,398,1
0,1,0,0,0,1,0,156,0
0,0,0,1,0,0,24,2474,1
0,1,0,0,0,1,116,425,1
1,0,0,0,1,1,0,18,0
0,0,0,0,1,1,91,2974,1
1,0,0,1,0,1,0,50,0
1,0,1,0,0,1,26,33,1
1,0,1,0,0,1,246,2060,1
0,0,0,1,0,1,36,4080,1
1,1,0,0,0,0,0,12,0
0,0,0,1,0,0,211,4190,1
1,0,0,1,0,1,31,121,1
1,1,0,0,0,1,149,2464,1
1,0,0,1,0,1,46,1445,1
1,0,1,0,0,1,71,0,1
1,0,1,0,0,0,0,42,0
1,0,1,0,0,1,82,249,1
1,0,0,1,0,0,14,0,1
1,0,1,0,0,1,0,15,0
0,0,0,1,0,1,0,15,0
1,0,0,1,0,1,39,68,1
0,0,0,0,1,0,0,1562,1
1,0,0,1,0,1,102,29,1
1,0,0,0,1,1,0,11,1
1,0,0,0,1,1,0,489,0
0,0,0,1,0,1,113,1262,1
1,1,0,0,0,1,0,56,0
1,0,0,1,0,1,81,127,1
1,0,1,0,0,1,154,7253,1
1,0,0,1,0,1,188,1101,1
0,0,0,1,0,1,109,2202,1
1,0,0,1,0,1,0,1590,0
1,0,0,1,0,1,0,1643,0
1,0,0,1,0,1,0,396,0
0,0,0,1,0,0,11,45,1
0,0,1,0,0,0,0,32,1
1,1,0,0,0,1,11,108,1
0,0,0,0,1,0,0,36,0
1,0,0,1,0,1,471,6026,1
1,0,0,1,0,1,0,109,0
1,0,1,0,0,1,39,101,1
0,1,0,0,0,0,110,3080,1
0,1,0,0,0,1,0,26,0
0,1,0,0,0,1,0,40,0
1,0,1,0,0,1,0,20,0
1,0,0,1,0,1,213,291,1
1,0,0,1,0,1,0,28,0
0,0,1,0,0,1,0,18,0
1,0,1,0,0,1,629,9277,1
1,1,0,0,0,0,119,902,1
1,0,0,1,0,1,0,49,0
0,0,0,1,0,1,0,2206,0
1,1,0,0,0,1,307,2118,1
1,0,0,0,1,1,38,11,1
1,0,0,1,0,1,0,68,0
0,1,0,0,0,1,0,705,0
1,0,0,1,0,1,313,4945,1
1,0,0,0,1,1,0,13,0
1,0,0,1,0,1,19,59,1
0,0,0,1,0,0,0,27,0
0,0,1,0,0,1,135,2023,1
0,0,1,0,0,1,0,6888,0
1,0,0,1,0,1,467,12650,1
0,0,1,0,0,1,148,8146,1
1,1,0,0,0,1,53,74,1
0,0,0,1,0,1,217,487,1
1,0,1,0,0,1,0,67,0
1,1,0,0,0,1,949,12618,1
1,0,1,0,0,1,23,399,1
1,1,0,0,0,1,12,1674,1
1,0,1,0,0,1,87,28,1
0,0,0,1,0,1,52,1158,1
0,0,0,1,0,0,357,5039,1
0,0,0,1,0,0,0,23,0
1,0,0,1,0,1,0,216,0
1,0,1,0,0,1,0,41,0
1,0,0,1,0,1,27,304,1
0,1,0,0,0,0,0,75,0
1,0,0,1,0,1,0,75,1
1,0,1,0,0,1,16,0,1
1,0,0,0,1,1,179,109,1
0,0,0,0,1,1,13,73,1
1,0,0,1,0,1,1253,11219,1
0,0,0,1,0,0,0,31,0
1,0,1,0,0,1,11,0,1
1,0,0,1,0,1,61,146,1
0,1,0,0,0,1,54,164,1
1,1,0,0,0,0,0,30,0
1,0,1,0,0,1,28,2416,1
1,0,0,0,1,1,0,343,0
1,0,0,1,0,1,0,119,0
0,0,0,1,0,1,0,134,0
0,0,0,0,1,0,123,135,1
0,1,0,0,0,1,0,80,0
0,0,0,0,1,1,20,967,1
0,0,0,0,1,1,660,10096,1
1,0,0,0,1,1,26,126,1
0,0,0,1,0,1,12,359,1
1,0,0,1,0,1,224,596,1
0,1,0,0,0,0,0,15,1
1,0,0,0,1,1,0,1341,0
0,0,0,1,0,0,0,15,0
1,0,0,0,1,1,73,58,1
1,1,0,0,0,1,0,17,0
0,0,0,0,1,1,533,7535,1
0,0,0,1,0,0,0,26,0
0,0,0,0,1,0,222,162,1
1,0,1,0,0,1,0,367,0
1,0,1,0,0,1,0,17,0
0,0,0,0,1,1,0,542,0
1,0,0,0,1,0,400,96,1
1,0,0,1,0,1,0,1022,0
1,0,0,1,0,1,0,64,0
1,0,0,1,0,1,0,594,0
0,0,1,0,0,1,0,15,0
0,0,0,0,1,1,0,81,1
1,0,1,0,0,1,688,4792,1
0,0,0,1,0,0,12,28,1
0,0,0,0,1,0,30,11,1
1,0,0,1,0,1,0,311,0
0,0,0,0,1,0,0,387,0
0,0,0,0,1,0,0,1440,0
0,0,0,1,0,0,34,578,1
0,1,0,0,0,1,0,1980,0
1,0,1,0,0,1,0,132,1
1,0,0,1,0,1,0,18,1
1,0,0,0,1,1,0,32,0
1,0,0,1,0,1,50,0,1
0,0,0,1,0,1,43,126,1
1,0,1,0,0,1,0,17,1
0,0,1,0,0,1,14,0,1
0,0,0,0,1,0,0,11,0
1,0,1,0,0,1,0,84,0
1,0,0,1,0,0,0,23,0
0,0,1,0,0,1,326,2511,1
0,0,0,0,1,1,15,3888,1
1,0,0,0,1,1,31,95,1
0,0,0,1,0,1,83,16,1
1,0,1,0,0,1,13,62,1
1,1,0,0,0,1,32,255,1
1,1,0,0,0,1,123,8675,1
1,0,0,1,0,1,0,182,0
1,1,0,0,0,1,0,46,1
1,0,1,0,0,1,1316,65,1
1,0,1,0,0,1,20,0,1
1,0,0,1,0,1,12,14,1
0,0,0,0,1,0,0,196,0
1,0,0,1,0,1,38,155,1
0,0,0,1,0,1,0,22,0
1,0,0,1,0,0,41,26,1
1,1,0,0,0,1,42,13,1
0,0,0,1,0,0,0,525,0
0,0,0,1,0,1,44,152,1
1,0,0,1,0,1,0,1310,0
0,1,0,0,0,1,0,316,1
1,0,1,0,0,1,12,30,1
